Estado,Bibliotecas e ferramentas,Área de Atuação,Horas de Estudo,Conforto com Dados,Experiência de Python,Experiência de SQL,Experiência de Cloud
Acre,"Pandas, postgres",Analista de Dados,Menos de 5,Desconfortável,0,1,1
